#OTU ID,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,otulevel
OTU_149,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,OTU_149
OTU_189,Archaea,Thaumarchaeota,Thaumarchaeota,Marine Benthic Group A,,,,,OTU_189
OTU_467,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_467
OTU_662,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_662
OTU_653,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_653
OTU_448,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_448
OTU_206,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_206
OTU_1049,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_1049
OTU_76,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_76
OTU_804,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_804
OTU_829,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_829
OTU_8,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,,OTU_8
OTU_1113,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_1113
OTU_1376,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_1376
OTU_930,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_930
OTU_537,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_537
OTU_89,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_89
OTU_36,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_36
OTU_59,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopelagicus,uncultured archaeon,OTU_59
OTU_495,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_495
OTU_308,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_308
OTU_294,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_294
OTU_122,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_122
OTU_152,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_152
OTU_124,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_124
OTU_97,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_97
OTU_6,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,,OTU_6
OTU_1251,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,uncultured crenarchaeote,OTU_1251
OTU_988,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,uncultured crenarchaeote,OTU_988
OTU_47,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,uncultured crenarchaeote,OTU_47
OTU_268,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus Nitrosopumilus,uncultured marine archaeon,OTU_268
OTU_142,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_142
OTU_250,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_250
OTU_305,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_305
OTU_17,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_17
OTU_77,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_77
OTU_18,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_18
OTU_2,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured marine archaeon,uncultured marine archaeon,OTU_2
OTU_193,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured thaumarchaeote,uncultured thaumarchaeote,OTU_193
OTU_202,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured thaumarchaeote,uncultured thaumarchaeote,OTU_202
OTU_133,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured thaumarchaeote,uncultured thaumarchaeote,OTU_133
OTU_964,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured thaumarchaeote,uncultured thaumarchaeote,OTU_964
OTU_7,Archaea,Thaumarchaeota,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,uncultured thaumarchaeote,uncultured thaumarchaeote,OTU_7
OTU_398,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_398
OTU_638,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_638
OTU_1151,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_1151
OTU_958,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_958
OTU_167,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,,,,OTU_167
OTU_1228,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_1228
OTU_395,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_395
OTU_904,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_904
OTU_234,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_234
OTU_279,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_279
OTU_383,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_383
OTU_191,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_191
OTU_1040,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1040
OTU_1156,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1156
OTU_1004,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1004
OTU_1111,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1111
OTU_1226,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1226
OTU_454,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_454
OTU_42,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_42
OTU_959,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,,,OTU_959
OTU_734,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,uncultured Verrucomicrobia bacterium,OTU_734
OTU_941,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,uncultured Verrucomicrobia bacterium,OTU_941
OTU_583,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,uncultured Verrucomicrobia bacterium,OTU_583
OTU_794,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,uncultured marine bacterium,OTU_794
OTU_222,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,,OTU_222
OTU_553,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_553
OTU_1282,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_1282
OTU_1293,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_1293
OTU_660,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_660
OTU_1069,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_1069
OTU_275,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_275
OTU_882,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,Ambiguous_taxa,OTU_882
OTU_293,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,Ambiguous_taxa,OTU_293
OTU_1394,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,uncultured bacterium,OTU_1394
OTU_681,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,uncultured bacterium,OTU_681
OTU_1165,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,uncultured marine microorganism,OTU_1165
OTU_605,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,,OTU_605
OTU_414,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,uncultured bacterium,OTU_414
OTU_1281,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,OTU_1281
OTU_594,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,uncultured bacterium,OTU_594
OTU_870,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,uncultured bacterium,OTU_870
OTU_339,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,OTU_339
OTU_1314,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Ambiguous_taxa,Ambiguous_taxa,OTU_1314
OTU_1274,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Ambiguous_taxa,Ambiguous_taxa,OTU_1274
OTU_446,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Ambiguous_taxa,Ambiguous_taxa,OTU_446
OTU_118,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,,OTU_118
OTU_755,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,Ambiguous_taxa,OTU_755
OTU_782,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,Ambiguous_taxa,OTU_782
OTU_510,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,Ambiguous_taxa,OTU_510
OTU_864,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured marine bacterium,OTU_864
OTU_527,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,OTU_527
OTU_1285,Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured bacterium,OTU_1285
OTU_445,Archaea,Archaea,Archaea,,,,,,OTU_445
OTU_969,Bacteria,Bacteria,Bacteria,,,,,,OTU_969
OTU_1318,Bacteria,Bacteria,Bacteria,,,,,,OTU_1318
OTU_1325,Bacteria,Bacteria,Bacteria,,,,,,OTU_1325
OTU_1014,Bacteria,Bacteria,Bacteria,,,,,,OTU_1014
OTU_1284,Bacteria,Bacteria,Bacteria,,,,,,OTU_1284
OTU_577,Bacteria,Bacteria,Bacteria,,,,,,OTU_577
OTU_1409,Bacteria,Bacteria,Bacteria,,,,,,OTU_1409
OTU_1201,Bacteria,Bacteria,Bacteria,,,,,,OTU_1201
OTU_1275,Bacteria,Bacteria,Bacteria,,,,,,OTU_1275
OTU_1130,Bacteria,Bacteria,Bacteria,,,,,,OTU_1130
OTU_1197,Bacteria,Bacteria,Bacteria,,,,,,OTU_1197
OTU_1354,Bacteria,Bacteria,Bacteria,,,,,,OTU_1354
OTU_1346,Bacteria,Bacteria,Bacteria,,,,,,OTU_1346
OTU_1036,Bacteria,Bacteria,Bacteria,,,,,,OTU_1036
OTU_378,Bacteria,Bacteria,Bacteria,,,,,,OTU_378
OTU_1292,Bacteria,Bacteria,Bacteria,,,,,,OTU_1292
OTU_1086,Bacteria,Bacteria,Bacteria,,,,,,OTU_1086
OTU_1233,Bacteria,Bacteria,Bacteria,,,,,,OTU_1233
OTU_1289,Bacteria,Bacteria,Bacteria,,,,,,OTU_1289
OTU_1194,Bacteria,Bacteria,Bacteria,,,,,,OTU_1194
OTU_1008,Bacteria,Bacteria,Bacteria,,,,,,OTU_1008
OTU_826,Bacteria,Bacteria,Bacteria,,,,,,OTU_826
OTU_1413,Bacteria,Bacteria,Bacteria,,,,,,OTU_1413
OTU_1213,Bacteria,Bacteria,Bacteria,,,,,,OTU_1213
OTU_1402,Bacteria,Bacteria,Bacteria,,,,,,OTU_1402
OTU_758,Bacteria,Bacteria,Bacteria,,,,,,OTU_758
OTU_879,Bacteria,Bacteria,Bacteria,,,,,,OTU_879
OTU_1234,Bacteria,Bacteria,Bacteria,,,,,,OTU_1234
OTU_778,Bacteria,Bacteria,Bacteria,,,,,,OTU_778
OTU_968,Bacteria,Bacteria,Bacteria,,,,,,OTU_968
OTU_1053,Bacteria,Bacteria,Bacteria,,,,,,OTU_1053
OTU_707,Bacteria,Bacteria,Bacteria,,,,,,OTU_707
OTU_745,Bacteria,Bacteria,Bacteria,,,,,,OTU_745
OTU_702,Bacteria,Bacteria,Bacteria,,,,,,OTU_702
OTU_1093,Bacteria,Bacteria,Bacteria,,,,,,OTU_1093
OTU_923,Bacteria,Bacteria,Bacteria,,,,,,OTU_923
OTU_426,Bacteria,Bacteria,Bacteria,,,,,,OTU_426
OTU_618,Bacteria,Bacteria,Bacteria,,,,,,OTU_618
OTU_777,Bacteria,Bacteria,Bacteria,,,,,,OTU_777
OTU_496,Bacteria,Bacteria,Bacteria,,,,,,OTU_496
OTU_390,Bacteria,Bacteria,Bacteria,,,,,,OTU_390
OTU_641,Bacteria,Bacteria,Bacteria,,,,,,OTU_641
OTU_232,Bacteria,Bacteria,Bacteria,,,,,,OTU_232
OTU_299,Bacteria,Bacteria,Bacteria,,,,,,OTU_299
